0 -1.07167e-16 -nan 1 1 -nan 144 20736 -nan
0.26 0.263571 0.676558 0.0577906 0.00347789 0.306024 384.782 148179 1.21755
0.27 0.270172 0.655508 0.0619764 0.00399526 0.32894 379.831 144397 1.22767
0.28 0.276575 0.636806 0.0662885 0.00456418 0.349731 374.974 140737 1.24928
0.29 0.283043 0.627947 0.0705128 0.0051548 0.362988 369.993 137029 1.24886
0.3 0.289766 0.635592 0.0759118 0.0059707 0.399542 364.587 133068 1.31605
0.31 0.295743 0.631128 0.080249 0.00666072 0.410281 359.923 129693 1.3364
0.32 0.302146 0.618878 0.0857881 0.00760388 0.439697 354.84 126065 1.35326
0.33 0.307914 0.632146 0.0899646 0.00835197 0.450935 350.426 122959 1.38864
0.34 0.314571 0.629869 0.0960946 0.00952066 0.48534 344.992 119186 1.41343
0.35 0.320746 0.630766 0.101094 0.0105275 0.505972 340.302 115979 1.45455
0.36 0.326963 0.630693 0.106914 0.0117697 0.542422 335.342 112636 1.50378
0.37 0.333754 0.643956 0.113444 0.0132413 0.578818 329.867 109000 1.53787
0.38 0.340262 0.692586 0.120106 0.0148593 0.657721 324.648 105607 1.70796
0.39 0.346695 0.65943 0.126137 0.0163469 0.644407 319.637 102369 1.61838
0.4 0.354516 0.726065 0.135188 0.0188219 0.786391 313.051 98235.9 1.87752
0.41 0.361915 0.756512 0.143743 0.0212838 0.873294 306.985 94490.8 1.99317
0.42 0.369884 0.809106 0.153686 0.0243305 0.97541 300.024 90284.5 2.14554
0.43 0.377864 0.821888 0.162675 0.0272446 1.04663 293.834 86619.6 2.22617
0.44 0.386122 0.884727 0.173328 0.0309582 1.19869 286.999 82674.3 2.42357
0.45 0.395792 0.934277 0.186855 0.0360184 1.41264 278.789 78053.8 2.63601
0.46 0.406389 1.05457 0.20262 0.0424416 1.73649 269.81 73177.4 3.06028
0.47 0.417488 1.23634 0.21992 0.0502462 2.30576 260.358 68243.7 3.73838
0.48 0.432275 1.55167 0.245591 0.0631432 3.39405 247.573 61877.1 4.91944
0.49 0.446943 1.64444 0.273702 0.0785106 4.22919 234.645 55690 5.49391
0.5 0.464541 1.91749 0.3106 0.101556 5.85656 219.255 48841.5 7.01213
0.51 0.481621 1.78573 0.34642 0.12541 6.10221 204.948 42726.8 6.91899
0.52 0.496478 1.33892 0.37966 0.148699 5.0482 192.318 37509.6 5.23225
0.53 0.509585 1.0715 0.40867 0.170973 4.30582 181.949 33509.8 4.19186
0.54 0.51982 0.813395 0.430655 0.188767 3.52349 174.373 30705.7 3.18574
0.55 0.527238 0.702394 0.444823 0.200678 2.94389 169.531 28979.4 2.56002
0.56 0.533875 0.594217 0.455253 0.209664 2.47726 165.831 27693.1 2.08086
0.57 0.538703 0.564913 0.460763 0.214569 2.28954 163.718 26982.2 1.9145
0.58 0.544244 0.509298 0.468819 0.221825 2.01949 160.897 26041.7 1.64982
0.59 0.549428 0.466677 0.475001 0.227456 1.78626 158.559 25275 1.43265
0.6 0.554066 0.432704 0.480168 0.232217 1.58886 156.56 24627.1 1.23415
0.61 0.55778 0.410512 0.482857 0.234727 1.48779 155.393 24255 1.13928
0.62 0.56214 0.39864 0.486279 0.23795 1.37762 153.865 23774.8 1.05114
0.63 0.566176 0.380654 0.491502 0.242981 1.28629 152.014 23201.5 0.973371
0.64 0.569917 0.372928 0.494181 0.245554 1.20497 150.837 22840.1 0.913076
0.65 0.573277 0.346139 0.495517 0.246776 1.09776 149.99 22577.7 0.827538
0.66 0.576501 0.342944 0.497342 0.248584 1.07781 149.064 22301.5 0.826307
0.67 0.580226 0.333024 0.499203 0.250389 1.01867 148.072 22001 0.763757
0.68 0.583527 0.328952 0.501374 0.252522 0.970676 147.069 21702 0.728315
0.69 0.586607 0.31093 0.502057 0.25319 0.942653 146.48 21528.6 0.71428
0.7 0.589487 0.304485 0.504459 0.255556 0.886307 145.478 21231.7 0.667116
0.71 0.592355 0.291988 0.504635 0.255706 0.851518 144.986 21087.4 0.645503
0.72 0.595557 0.283422 0.505494 0.256515 0.792417 144.27 20875.4 0.592842
0.73 0.598299 0.279638 0.506654 0.257691 0.783366 143.633 20692.4 0.59191
0.74 0.600899 0.276218 0.507735 0.258774 0.762267 142.978 20503.4 0.57309
0.75 0.603862 0.266156 0.50895 0.259989 0.736235 142.254 20295.7 0.558416
0.76 0.606471 0.255715 0.509548 0.26056 0.697759 141.702 20137.1 0.534625
0.77 0.608992 0.254287 0.509868 0.26087 0.676856 141.257 20009.5 0.515863
0.78 0.611523 0.24833 0.510506 0.261514 0.663011 140.786 19876.3 0.506559
0.79 0.613959 0.243824 0.5116 0.262622 0.646637 140.103 19683.4 0.49318
0.8 0.616459 0.236435 0.511682 0.262673 0.615646 139.766 19587.8 0.475692
0.81 0.618881 0.238316 0.511959 0.262963 0.612148 139.305 19460.2 0.480579
0.82 0.621082 0.234631 0.51247 0.263473 0.595384 138.878 19341 0.474185
0.83 0.623587 0.232762 0.512599 0.263587 0.574846 138.466 19225.6 0.459618
0.84 0.62582 0.226722 0.51374 0.264756 0.567012 137.812 19044.3 0.450327
0.85 0.627842 0.219206 0.512849 0.263813 0.541679 137.789 19037 0.437816
0.86 0.630258 0.217234 0.513676 0.264668 0.538825 137.226 18881.3 0.42723
0.87 0.632365 0.209655 0.513775 0.264742 0.514688 136.882 18785.4 0.410281
0.88 0.634405 0.210394 0.514188 0.265169 0.510949 136.534 18691.1 0.413783
0.89 0.636533 0.206642 0.514272 0.265264 0.509794 136.153 18587.6 0.412876
0.9 0.638566 0.202574 0.514632 0.265609 0.488329 135.78 18485 0.398563
0.91 0.640341 0.195134 0.515031 0.266009 0.476062 135.45 18394.9 0.390881
0.92 0.642369 0.197023 0.513753 0.264688 0.467125 135.465 18399.7 0.391622
0.93 0.644384 0.187367 0.51574 0.266724 0.456546 134.621 18170 0.377674
0.94 0.646499 0.186809 0.514773 0.265731 0.453021 134.612 18168 0.377311
0.95 0.648039 0.185216 0.5154 0.266353 0.434047 134.194 18054.2 0.361164
0.96 0.649995 0.181934 0.514908 0.265859 0.437052 134.054 18017.7 0.366814
0.97 0.651774 0.178713 0.515476 0.266411 0.413297 133.645 17906.6 0.350924
0.98 0.653564 0.177965 0.515181 0.26611 0.410845 133.498 17867.2 0.347798
0.99 0.655278 0.173695 0.515371 0.266306 0.406067 133.219 17793 0.345277
