0 -1.07167e-16 -nan 1 1 -nan 144 20736 -nan
0.63 0.565845 0.379934 0.489886 0.241385 1.27679 152.451 23334.9 0.974288
0.64 0.569725 0.359997 0.493265 0.244638 1.1947 151.086 22914.2 0.900961
0.65 0.573502 0.350996 0.496073 0.247352 1.11998 149.839 22534.1 0.844057
0.66 0.57694 0.338127 0.497823 0.249072 1.08601 148.945 22265.6 0.82294
0.67 0.580125 0.330568 0.498831 0.250021 1.02125 148.202 22039.9 0.766528
0.68 0.583254 0.315803 0.501028 0.252146 0.946518 147.196 21737.4 0.706027
0.69 0.586504 0.311118 0.501903 0.25299 0.904869 146.498 21529.9 0.676813
0.7 0.589454 0.302175 0.503319 0.254407 0.88606 145.735 21306.6 0.667271
0.71 0.592457 0.288475 0.504677 0.255745 0.848677 144.976 21083.6 0.636644
0.72 0.595474 0.287447 0.506221 0.257284 0.819121 144.144 20841.3 0.613978
0.73 0.598587 0.280229 0.508108 0.259146 0.76709 143.229 20574.5 0.573809
0.74 0.601034 0.274854 0.50799 0.259022 0.753247 142.905 20482.8 0.576154
0.75 0.603667 0.267228 0.507258 0.258263 0.7313 142.681 20418.5 0.567267
0.76 0.606296 0.261789 0.507991 0.259004 0.718859 142.148 20265.9 0.553546
0.77 0.608999 0.253864 0.510016 0.260995 0.657538 141.216 19996.9 0.505081
0.78 0.611489 0.24915 0.510462 0.261475 0.666872 140.791 19878.1 0.510717
0.79 0.613745 0.247022 0.510875 0.261868 0.637853 140.318 19743.6 0.492413
0.8 0.616402 0.245279 0.510841 0.261829 0.626538 139.954 19641.8 0.489207
0.81 0.619026 0.238064 0.511808 0.262798 0.604455 139.313 19462 0.476641
0.82 0.621234 0.23467 0.512236 0.263233 0.595289 138.908 19349.2 0.471697
0.83 0.623597 0.229907 0.512836 0.26383 0.575636 138.431 19215.7 0.456984
0.84 0.625871 0.224934 0.513318 0.264298 0.550409 137.939 19078.2 0.440117
0.85 0.627724 0.220258 0.513394 0.264376 0.543633 137.647 18997.4 0.432354
0.86 0.630185 0.216504 0.513111 0.264077 0.532012 137.411 18932.3 0.426399
0.87 0.632262 0.211051 0.513694 0.264656 0.512635 136.923 18797.1 0.413205
0.88 0.634282 0.20724 0.514289 0.265252 0.496931 136.464 18670.9 0.403145
0.89 0.636755 0.203881 0.514311 0.265281 0.49543 136.065 18561.9 0.398661
0.9 0.638333 0.198426 0.51469 0.265671 0.489943 135.844 18502.4 0.398181
0.91 0.640209 0.197099 0.514422 0.265386 0.478903 135.59 18433 0.392298
0.92 0.642319 0.192571 0.515127 0.266094 0.461989 135.123 18305.9 0.382931
0.93 0.644488 0.19157 0.515328 0.266299 0.455343 134.708 18194.4 0.385071
0.94 0.646252 0.187182 0.514657 0.265599 0.445247 134.659 18180.3 0.372561
0.95 0.648226 0.187085 0.515151 0.266117 0.44666 134.225 18063.8 0.371355
0.96 0.649871 0.180649 0.515266 0.266223 0.434486 133.98 17998.2 0.368895
0.97 0.651576 0.180528 0.514996 0.265941 0.427448 133.778 17943.8 0.365074
0.98 0.653774 0.175078 0.515327 0.266271 0.416885 133.387 17838.2 0.353603
0.99 0.655345 0.171056 0.516037 0.267 0.410477 132.967 17726.3 0.349388
