0 -1.11022e-16 -nan 1 1 -nan 144 20736 -nan
0.56 0.533766 0.613172 0.455154 0.209625 2.53017 165.876 27714.9 2.15213
0.57 0.538835 0.551898 0.460882 0.214624 2.23563 163.662 26957.4 1.8467
0.58 0.544423 0.499036 0.468919 0.221879 1.98035 160.804 26007 1.59935
0.59 0.549387 0.456898 0.475034 0.227404 1.70588 158.554 25263.9 1.33251
0.6 0.554127 0.443435 0.480828 0.232933 1.66817 156.389 24579.9 1.30576
0.61 0.558143 0.418564 0.484162 0.236034 1.53121 154.997 24134.9 1.17062
0.62 0.562037 0.391368 0.487372 0.239007 1.36995 153.648 23707 1.04257
0.63 0.565957 0.380177 0.490532 0.24201 1.26939 152.283 23283.3 0.972802
0.64 0.569607 0.370422 0.492944 0.244348 1.219 151.168 22941.2 0.923421
0.65 0.573326 0.350916 0.495931 0.247241 1.14595 149.889 22550.9 0.865752
0.66 0.576832 0.345577 0.497592 0.248792 1.04211 148.984 22273.4 0.785813
0.67 0.580432 0.32182 0.499613 0.250807 1.02583 147.922 21956.8 0.765347
0.68 0.583296 0.329787 0.500392 0.251582 1.00808 147.321 21780.5 0.769123
0.69 0.586528 0.311914 0.502751 0.253858 0.917553 146.284 21468.8 0.690993
0.7 0.589614 0.299665 0.50463 0.255693 0.85718 145.38 21201.3 0.648791
0.71 0.592808 0.294843 0.505393 0.25647 0.849636 144.749 21018 0.6384
0.72 0.595408 0.285256 0.505935 0.256975 0.803955 144.262 20875.2 0.612369
0.73 0.598157 0.276337 0.506524 0.257562 0.784765 143.658 20700.7 0.602052
0.74 0.601247 0.27314 0.50804 0.259088 0.765664 142.86 20471.3 0.58953
0.75 0.603432 0.272395 0.507327 0.258356 0.74894 142.734 20434.6 0.575364
0.76 0.606316 0.266716 0.509089 0.260104 0.706654 141.832 20174.3 0.536782
0.77 0.609401 0.255321 0.510413 0.261412 0.666632 141.058 19953.1 0.51178
0.78 0.611455 0.252458 0.510422 0.261422 0.658682 140.776 19873.6 0.506316
0.79 0.61383 0.249374 0.510069 0.261047 0.639818 140.476 19788.6 0.497345
0.8 0.616591 0.242127 0.511415 0.262412 0.624406 139.795 19596.9 0.48562
0.81 0.618887 0.238641 0.511607 0.262595 0.606552 139.389 19482.6 0.472618
0.82 0.621333 0.228796 0.512523 0.263505 0.579498 138.804 19317.8 0.45114
0.83 0.623692 0.226153 0.513266 0.264267 0.57254 138.302 19178.7 0.445715
0.84 0.62581 0.225989 0.513158 0.264136 0.551761 137.961 19083.9 0.438002
0.85 0.627852 0.215175 0.512995 0.263975 0.549032 137.757 19027.5 0.431144
0.86 0.630073 0.216437 0.513416 0.264385 0.528819 137.284 18896.5 0.420048
0.87 0.632371 0.209404 0.514207 0.265188 0.515831 136.759 18752.2 0.412805
0.88 0.634411 0.207559 0.514199 0.265178 0.508678 136.492 18680.6 0.421274
0.89 0.636551 0.205278 0.514404 0.265383 0.498971 136.106 18574 0.406298
0.9 0.638592 0.200561 0.51426 0.265235 0.49401 135.853 18505.7 0.405494
0.91 0.640564 0.199257 0.514753 0.265724 0.476888 135.466 18399.8 0.39586
0.92 0.6425 0.19618 0.515128 0.266088 0.45765 135.044 18283.9 0.379787
0.93 0.644355 0.190618 0.515332 0.266293 0.449778 134.764 18208.3 0.374491
0.94 0.64619 0.187908 0.515302 0.266265 0.446489 134.525 18144.2 0.373588
0.95 0.648257 0.184853 0.515181 0.26611 0.423723 134.225 18061.3 0.352286
0.96 0.649638 0.184474 0.514987 0.265934 0.433634 134.107 18030.9 0.359032
0.97 0.651727 0.179802 0.515658 0.266618 0.424277 133.595 17894.8 0.363115
0.98 0.653526 0.176447 0.515151 0.266075 0.40822 133.44 17852.4 0.352316
0.99 0.655382 0.175388 0.515694 0.266642 0.40842 133.016 17739.6 0.352072
