0 -1 -nan 1 1 -nan 1024 1.04858e+06 -nan
0.4 -0.0180378 32.5151 0.496101 0.256732 15.2871 739.352 550954 14.583
0.41 0.0976336 5.81775 0.36814 0.138217 3.77847 655.332 430772 4.88266
0.42 0.139667 2.81931 0.31955 0.103562 1.98916 621.193 386641 2.9119
0.43 0.165196 2.05637 0.292193 0.0865454 1.56524 601.386 362314 2.5096
0.44 0.183542 1.68071 0.273314 0.075697 1.30451 587.391 345608 2.24093
0.45 0.198419 1.3931 0.259222 0.0680649 1.11221 576.925 333356 1.97859
0.46 0.210209 1.22831 0.248237 0.0624188 0.998254 568.623 323816 1.8512
0.47 0.222614 1.06436 0.236968 0.0568671 0.87414 559.694 313706 1.70402
0.48 0.231168 0.960287 0.230959 0.0540058 0.796254 554.839 308265 1.57422
0.49 0.241189 0.854107 0.222987 0.0503376 0.722193 548.55 301306 1.48281
0.5 0.2489 0.81464 0.217961 0.0481106 0.695388 544.138 296490 1.48122
0.51 0.257012 0.758874 0.212035 0.0455347 0.650377 539.153 291082 1.43751
0.52 0.263986 0.677415 0.208367 0.04395 0.590704 535.996 287660 1.32106
0.53 0.270904 0.657653 0.204207 0.0422096 0.553404 532.33 283730 1.25787
0.54 0.277008 0.629419 0.201157 0.040969 0.538685 529.426 280649 1.25082
0.55 0.283339 0.595218 0.198166 0.0397646 0.518216 526.653 277722 1.23562
0.56 0.289488 0.590944 0.195096 0.0385326 0.483761 523.7 274606 1.17636
0.57 0.295118 0.53949 0.193105 0.0377422 0.457291 521.933 272747 1.12044
0.58 0.300373 0.529513 0.190884 0.0368851 0.44546 519.608 270331 1.12225
0.59 0.305166 0.51918 0.189729 0.0364403 0.432564 518.315 268984 1.0901
0.6 0.310412 0.50938 0.18786 0.0357323 0.423371 516.431 267034 1.07488
0.61 0.31535 0.471652 0.186609 0.0352589 0.41171 514.946 265504 1.06515
0.62 0.320297 0.470325 0.185226 0.0347472 0.407532 513.441 263957 1.05329
0.63 0.32537 0.442685 0.183703 0.0341557 0.373818 511.648 262099 0.977697
0.64 0.329295 0.449641 0.183514 0.0340921 0.373221 511.178 261624 0.978721
0.65 0.333519 0.435209 0.182942 0.0338813 0.366307 510.134 260564 0.987934
0.66 0.338162 0.438098 0.182467 0.0337145 0.36691 509.656 260087 1.00502
0.67 0.34246 0.423795 0.18195 0.0335036 0.341958 508.449 258836 0.926401
0.68 0.346925 0.421737 0.1814 0.0333046 0.337784 507.633 258012 0.926634
0.69 0.350341 0.419955 0.181414 0.0333191 0.340622 507.207 257591 0.94855
0.7 0.355614 0.40966 0.180322 0.0329186 0.331156 505.763 256127 0.932379
0.71 0.359304 0.402214 0.180442 0.0329506 0.317388 505.542 255889 0.881285
0.72 0.363641 0.40381 0.18004 0.0328056 0.312877 504.371 254714 0.8927
0.73 0.36751 0.393952 0.180435 0.0329384 0.301047 504.49 254826 0.858934
0.74 0.371036 0.388823 0.180293 0.0328954 0.30354 503.972 254309 0.860239
0.75 0.375009 0.380094 0.179848 0.0327325 0.297357 503.036 253364 0.843918
0.76 0.378904 0.38398 0.18015 0.0328368 0.290095 502.856 253189 0.849582
0.77 0.382557 0.381799 0.180609 0.0330048 0.288085 502.918 253253 0.844238
0.78 0.38659 0.379454 0.180972 0.0331342 0.282983 502.711 253042 0.825179
0.79 0.390464 0.380009 0.181165 0.033211 0.28455 502.268 252604 0.833445
0.8 0.393753 0.369771 0.181214 0.0332236 0.277329 502.062 252392 0.812153
0.81 0.397123 0.374029 0.181732 0.0334025 0.267307 502.06 252387 0.793038
0.82 0.401517 0.364414 0.181377 0.0332778 0.266996 501.223 251549 0.79062
0.83 0.405151 0.369249 0.182745 0.0337825 0.268387 501.946 252282 0.797717
0.84 0.409034 0.364431 0.182494 0.0336825 0.259491 501.22 251547 0.772295
0.85 0.41262 0.365074 0.183666 0.0341081 0.253908 501.869 252194 0.754274
0.86 0.415548 0.356025 0.183842 0.0341781 0.254791 501.414 251746 0.764669
0.87 0.419212 0.35763 0.18439 0.0343797 0.251519 501.41 251745 0.761691
0.88 0.422883 0.350563 0.185047 0.0346202 0.247423 501.678 252008 0.741626
0.89 0.426402 0.35015 0.185014 0.034605 0.242445 501.063 251392 0.735274
0.9 0.429909 0.352638 0.186145 0.0350346 0.246053 501.778 252124 0.75945
0.91 0.4335 0.350917 0.18702 0.0353492 0.235982 502.206 252527 0.692603
0.92 0.436973 0.34973 0.188247 0.0358183 0.238818 502.785 253126 0.719924
0.93 0.440403 0.346578 0.187818 0.035656 0.235621 501.788 252128 0.720106
0.94 0.443907 0.34736 0.189319 0.0362177 0.230373 502.857 253191 0.68926
0.95 0.447208 0.350933 0.189768 0.0363889 0.228591 502.684 253018 0.684035
0.96 0.451006 0.34589 0.19054 0.036686 0.228248 503.005 253349 0.694859
0.97 0.454051 0.343538 0.191526 0.0370668 0.228448 503.35 253703 0.700493
0.98 0.457219 0.344091 0.192152 0.0373025 0.223372 503.628 253968 0.662229
0.99 0.461056 0.341189 0.192009 0.0372453 0.219935 502.867 253206 0.666365
